timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1740561364439,491,1.1 - Get Categories,200,,Thread Group 7-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,491,0,237
1740561364440,494,1.1 - Get Categories,200,,Thread Group 6-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_2,494,0,235
1740561364438,501,1.1 - Get Categories,200,,Thread Group 2-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,501,0,244
1740561364432,507,1.1 - Get Categories,200,,Thread Group 1-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_1_user_1,507,0,244
1740561364435,504,1.1 - Get Categories,200,,Thread Group 4-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_4,504,0,240
1740561364438,524,1.1 - Get Categories,200,,Thread Group 3-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_5,524,0,249
1740561364433,533,1.1 - Get Categories,200,,Thread Group 5-1,text,true,,506,290,1,7,http://34.72.14.4:8090/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_3,533,0,255
1740561369440,508,1.2 - Is Logged In,200,,Thread Group 6-1,,true,,125,721,1,7,http://35.232.210.73:8091/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.auth/rest/useractions/isloggedin?token=group_3_user_2,508,0,258
1740561369437,520,1.2 - Is Logged In,200,,Thread Group 4-1,,true,,125,721,1,7,http://35.232.210.73:8091/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.auth/rest/useractions/isloggedin?token=group_3_user_4,520,0,264
1740561369440,517,1.2 - Is Logged In,200,,Thread Group 7-1,,true,,125,721,1,7,http://35.232.210.73:8091/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.auth/rest/useractions/isloggedin?token=group_3_user_1,517,0,261
1740561369439,522,1.2 - Is Logged In,200,,Thread Group 3-1,,true,,125,721,1,7,http://35.232.210.73:8091/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.auth/rest/useractions/isloggedin?token=group_3_user_5,522,0,263
1740561369435,529,1.2 - Is Logged In,200,,Thread Group 5-1,,true,,125,721,1,7,http://35.232.210.73:8091/leaky_bucket/mysql_script_delay_3000_leak_rate_1.67/tools.descartes.teastore.auth/rest/useractions/isloggedin?token=group_3_user_3,529,0,274
