client_id,timestamp,actual_response,expected_response,window_start,window_end
group_3_user_1,1740637183430,429,200,1740637123430,1740637183430
group_3_user_1,1740637189988,429,200,1740637129988,1740637189988
group_3_user_1,1740637194863,429,200,1740637134863,1740637194863
group_3_user_1,1740637199649,429,200,1740637139649,1740637199649
group_3_user_1,1740637204425,429,200,1740637144425,1740637204425
group_3_user_1,1740637207425,429,200,1740637147425,1740637207425
group_3_user_1,1740637213447,429,200,1740637153447,1740637213447
group_3_user_1,1740637218210,429,200,1740637158210,1740637218210
group_3_user_1,1740637222474,429,200,1740637162474,1740637222474
group_3_user_1,1740637225481,429,200,1740637165481,1740637225481
group_3_user_1,1740637229740,200,429,1740637169740,1740637229740
group_3_user_1,1740637230741,200,429,1740637170741,1740637230741
group_3_user_1,1740637231240,200,429,1740637171240,1740637231240
group_3_user_1,1740637232008,200,429,1740637172008,1740637232008
group_3_user_1,1740637232521,200,429,1740637172521,1740637232521
group_3_user_1,1740637233033,200,429,1740637173033,1740637233033
group_3_user_1,1740637233534,200,429,1740637173534,1740637233534
group_3_user_1,1740637234290,200,429,1740637174290,1740637234290
group_3_user_1,1740637234790,200,429,1740637174790,1740637234790
group_3_user_1,1740637235290,200,429,1740637175290,1740637235290
group_3_user_1,1740637235790,200,429,1740637175790,1740637235790
group_3_user_1,1740637236789,200,429,1740637176789,1740637236789
group_3_user_1,1740637237289,200,429,1740637177289,1740637237289
group_3_user_1,1740637237790,200,429,1740637177790,1740637237790
group_3_user_1,1740637238290,200,429,1740637178290,1740637238290
group_3_user_1,1740637238790,200,429,1740637178790,1740637238790
group_3_user_1,1740637239564,200,429,1740637179564,1740637239564
group_3_user_1,1740637240066,200,429,1740637180066,1740637240066
group_3_user_1,1740637240565,200,429,1740637180565,1740637240565
group_3_user_1,1740637243565,200,429,1740637183565,1740637243565
group_3_user_1,1740637247323,200,429,1740637187323,1740637247323
group_3_user_1,1740637247855,200,429,1740637187855,1740637247855
group_3_user_1,1740637248354,200,429,1740637188354,1740637248354
group_3_user_1,1740637252661,200,429,1740637192661,1740637252661
group_3_user_1,1740637253160,200,429,1740637193160,1740637253160
group_3_user_1,1740637270728,200,429,1740637210728,1740637270728
group_3_user_1,1740637271242,200,429,1740637211242,1740637271242
group_3_user_1,1740637271741,200,429,1740637211741,1740637271741
group_3_user_1,1740637275996,200,429,1740637215996,1740637275996
group_3_user_1,1740637276495,200,429,1740637216495,1740637276495
group_3_user_1,1740637282576,200,429,1740637222576,1740637282576
group_3_user_1,1740637283075,200,429,1740637223075,1740637283075
group_3_user_1,1740637285575,200,429,1740637225575,1740637285575
group_3_user_1,1740637286340,200,429,1740637226340,1740637286340
group_3_user_1,1740637286839,200,429,1740637226839,1740637286839
group_3_user_1,1740637287339,200,429,1740637227339,1740637287339
group_3_user_1,1740637290340,200,429,1740637230340,1740637290340
group_3_user_1,1740637294150,200,429,1740637234150,1740637294150
group_3_user_1,1740637294663,200,429,1740637234663,1740637294663
group_3_user_1,1740637295162,200,429,1740637235162,1740637295162
group_3_user_1,1740637299433,200,429,1740637239433,1740637299433
group_3_user_1,1740637299932,200,429,1740637239932,1740637299932
group_3_user_1,1740637301433,200,429,1740637241433,1740637301433
group_3_user_1,1740637304467,200,429,1740637244467,1740637304467
group_3_user_1,1740637304966,200,429,1740637244966,1740637304966
group_3_user_1,1740637305466,200,429,1740637245466,1740637305466
group_3_user_1,1740637305966,200,429,1740637245966,1740637305966
group_3_user_1,1740637308966,200,429,1740637248966,1740637308966
group_3_user_1,1740637309735,200,429,1740637249735,1740637309735
group_3_user_1,1740637310236,200,429,1740637250236,1740637310236
group_3_user_1,1740637310735,200,429,1740637250735,1740637310735
group_3_user_1,1740637313736,200,429,1740637253736,1740637313736
group_3_user_1,1740637314236,200,429,1740637254236,1740637314236
group_3_user_1,1740637315074,200,429,1740637255074,1740637315074
group_3_user_1,1740637315573,200,429,1740637255573,1740637315573
group_3_user_1,1740637317574,200,429,1740637257574,1740637317574
group_3_user_1,1740637318081,200,429,1740637258081,1740637318081
group_3_user_1,1740637318581,200,429,1740637258581,1740637318581
group_3_user_1,1740637322862,200,429,1740637262862,1740637322862
group_3_user_1,1740637323362,200,429,1740637263362,1740637323362
group_3_user_1,1740637324862,200,429,1740637264862,1740637324862
group_3_user_1,1740637327882,200,429,1740637267882,1740637327882
group_3_user_1,1740637328381,200,429,1740637268381,1740637328381
group_3_user_1,1740637328883,200,429,1740637268883,1740637328883
group_3_user_1,1740637329382,200,429,1740637269382,1740637329382
group_3_user_1,1740637332383,200,429,1740637272383,1740637332383
group_3_user_1,1740637333144,200,429,1740637273144,1740637333144
group_3_user_1,1740637333646,200,429,1740637273646,1740637333646
group_3_user_1,1740637334145,200,429,1740637274145,1740637334145
group_3_user_1,1740637337144,200,429,1740637277144,1740637337144
group_3_user_1,1740637340901,200,429,1740637280901,1740637340901
group_3_user_1,1740637341405,200,429,1740637281405,1740637341405
group_3_user_1,1740637341904,200,429,1740637281904,1740637341904
group_3_user_1,1740637346165,200,429,1740637286165,1740637346165
group_3_user_1,1740637348165,200,429,1740637288165,1740637348165
group_3_user_1,1740637351179,200,429,1740637291179,1740637351179
group_3_user_1,1740637351679,200,429,1740637291679,1740637351679
group_3_user_1,1740637352179,200,429,1740637292179,1740637352179
group_3_user_1,1740637364210,200,429,1740637304210,1740637364210
group_3_user_1,1740637364714,200,429,1740637304714,1740637364714
group_3_user_1,1740637366957,200,429,1740637306957,1740637366957
group_3_user_1,1740637367457,200,429,1740637307457,1740637367457
group_3_user_1,1740637367958,200,429,1740637307958,1740637367958
group_3_user_1,1740637368457,200,429,1740637308457,1740637368457
group_3_user_1,1740637368958,200,429,1740637308958,1740637368958
group_3_user_1,1740637371458,200,429,1740637311458,1740637371458
group_3_user_1,1740637372203,200,429,1740637312203,1740637372203
group_3_user_1,1740637372703,200,429,1740637312703,1740637372703
group_3_user_1,1740637373204,200,429,1740637313204,1740637373204
group_3_user_1,1740637373703,200,429,1740637313703,1740637373703
group_3_user_1,1740637374953,200,429,1740637314953,1740637374953
group_3_user_1,1740637376454,200,429,1740637316454,1740637376454
group_3_user_1,1740637376955,200,429,1740637316955,1740637376955
group_3_user_1,1740637377454,200,429,1740637317454,1740637377454
group_3_user_1,1740637377953,200,429,1740637317953,1740637377953
group_3_user_1,1740637379453,200,429,1740637319453,1740637379453
group_3_user_1,1740637380213,200,429,1740637320213,1740637380213
group_3_user_1,1740637380712,200,429,1740637320712,1740637380712
group_3_user_1,1740637381213,200,429,1740637321213,1740637381213
group_3_user_1,1740637381713,200,429,1740637321713,1740637381713
group_3_user_1,1740637382212,200,429,1740637322212,1740637382212
group_3_user_1,1740637382713,200,429,1740637322713,1740637382713
group_3_user_1,1740637384213,200,429,1740637324213,1740637384213
group_3_user_1,1740637384712,200,429,1740637324712,1740637384712
group_3_user_1,1740637385469,200,429,1740637325469,1740637385469
group_3_user_1,1740637385970,200,429,1740637325970,1740637385970
group_3_user_1,1740637386470,200,429,1740637326470,1740637386470
group_3_user_1,1740637386970,200,429,1740637326970,1740637386970
group_3_user_1,1740637390225,200,429,1740637330225,1740637390225
group_3_user_1,1740637390725,200,429,1740637330725,1740637390725
group_3_user_1,1740637391226,200,429,1740637331226,1740637391226
group_3_user_1,1740637391725,200,429,1740637331725,1740637391725
group_3_user_1,1740637394725,200,429,1740637334725,1740637394725
group_3_user_1,1740637395472,200,429,1740637335472,1740637395472
group_3_user_1,1740637395971,200,429,1740637335971,1740637395971
group_3_user_1,1740637398728,200,429,1740637338728,1740637398728
group_3_user_1,1740637399227,200,429,1740637339227,1740637399227
group_3_user_1,1740637399729,200,429,1740637339729,1740637399729
group_3_user_1,1740637400229,200,429,1740637340229,1740637400229
group_3_user_1,1740637400728,200,429,1740637340728,1740637400728
group_3_user_1,1740637402729,200,429,1740637342729,1740637402729
group_3_user_1,1740637403498,200,429,1740637343498,1740637403498
group_3_user_1,1740637403999,200,429,1740637343999,1740637403999
group_3_user_1,1740637404499,200,429,1740637344499,1740637404499
group_3_user_1,1740637404999,200,429,1740637344999,1740637404999
group_3_user_1,1740637405499,200,429,1740637345499,1740637405499
group_3_user_1,1740637406999,200,429,1740637346999,1740637406999
group_3_user_1,1740637407499,200,429,1740637347499,1740637407499
group_3_user_1,1740637407998,200,429,1740637347998,1740637407998
group_3_user_1,1740637408794,200,429,1740637348794,1740637408794
group_3_user_1,1740637409295,200,429,1740637349295,1740637409295
group_3_user_1,1740637409795,200,429,1740637349795,1740637409795
group_3_user_1,1740637410295,200,429,1740637350295,1740637410295
group_3_user_1,1740637412799,200,429,1740637352799,1740637412799
group_3_user_1,1740637413541,200,429,1740637353541,1740637413541
group_3_user_1,1740637414093,200,429,1740637354093,1740637414093
group_3_user_1,1740637414610,200,429,1740637354610,1740637414610
