client_id,timestamp,actual_response,expected_response,window_start,window_end
group_3_user_1,1740720450628,200,429,1740720390628,1740720450628
group_3_user_1,1740720451628,200,429,1740720391628,1740720451628
group_3_user_1,1740720452128,200,429,1740720392128,1740720452128
group_3_user_1,1740720452902,200,429,1740720392902,1740720452902
group_3_user_1,1740720453904,200,429,1740720393904,1740720453904
group_3_user_1,1740720454402,200,429,1740720394402,1740720454402
group_3_user_1,1740720454903,200,429,1740720394903,1740720454903
group_3_user_1,1740720455937,200,429,1740720395937,1740720455937
group_3_user_1,1740720456479,200,429,1740720396479,1740720456479
group_3_user_1,1740720456981,200,429,1740720396981,1740720456981
group_3_user_1,1740720457481,200,429,1740720397481,1740720457481
group_3_user_1,1740720457983,200,429,1740720397983,1740720457983
group_3_user_1,1740720458980,200,429,1740720398980,1740720458980
group_3_user_1,1740720459481,200,429,1740720399481,1740720459481
group_3_user_1,1740720459981,200,429,1740720399981,1740720459981
group_3_user_1,1740720460481,200,429,1740720400481,1740720460481
group_3_user_1,1740720461236,200,429,1740720401236,1740720461236
group_3_user_1,1740720461737,200,429,1740720401737,1740720461737
group_3_user_1,1740720462236,200,429,1740720402236,1740720462236
group_3_user_1,1740720462735,200,429,1740720402735,1740720462735
group_3_user_1,1740720463737,200,429,1740720403737,1740720463737
group_3_user_1,1740720464237,200,429,1740720404237,1740720464237
group_3_user_1,1740720464736,200,429,1740720404736,1740720464736
group_3_user_1,1740720465237,200,429,1740720405237,1740720465237
group_3_user_1,1740720465738,200,429,1740720405738,1740720465738
group_3_user_1,1740720466988,200,429,1740720406988,1740720466988
group_3_user_1,1740720467489,200,429,1740720407489,1740720467489
group_3_user_1,1740720467988,200,429,1740720407988,1740720467988
group_3_user_1,1740720468987,200,429,1740720408987,1740720468987
group_3_user_1,1740720469488,200,429,1740720409488,1740720469488
group_3_user_1,1740720469993,200,429,1740720409993,1740720469993
group_3_user_1,1740720470493,200,429,1740720410493,1740720470493
group_3_user_1,1740720470994,200,429,1740720410994,1740720470994
group_3_user_1,1740720471747,200,429,1740720411747,1740720471747
group_3_user_1,1740720472247,200,429,1740720412247,1740720472247
group_3_user_1,1740720472748,200,429,1740720412748,1740720472748
group_3_user_1,1740720474747,200,429,1740720414747,1740720474747
