client_id,timestamp,actual_response,expected_response,window_start,window_end
group_3_user_1,1740630525820,429,200,1740630465820,1740630525820
group_3_user_1,1740630530578,429,200,1740630470578,1740630530578
group_3_user_1,1740630534833,429,200,1740630474833,1740630534833
group_3_user_1,1740630537832,429,200,1740630477832,1740630537832
group_3_user_1,1740630543856,429,200,1740630483856,1740630543856
group_3_user_1,1740630548615,429,200,1740630488615,1740630548615
group_3_user_1,1740630551614,429,200,1740630491614,1740630551614
group_3_user_1,1740630556373,429,200,1740630496373,1740630556373
group_3_user_1,1740630561133,200,429,1740630501133,1740630561133
group_3_user_1,1740630561632,200,429,1740630501632,1740630561632
group_3_user_1,1740630562132,200,429,1740630502132,1740630562132
group_3_user_1,1740630562883,200,429,1740630502883,1740630562883
group_3_user_1,1740630563382,200,429,1740630503382,1740630563382
group_3_user_1,1740630563882,200,429,1740630503882,1740630563882
group_3_user_1,1740630564384,200,429,1740630504384,1740630564384
group_3_user_1,1740630565386,200,429,1740630505386,1740630565386
group_3_user_1,1740630565886,200,429,1740630505886,1740630565886
group_3_user_1,1740630566385,200,429,1740630506385,1740630566385
group_3_user_1,1740630566884,200,429,1740630506884,1740630566884
group_3_user_1,1740630567385,200,429,1740630507385,1740630567385
group_3_user_1,1740630567885,200,429,1740630507885,1740630567885
group_3_user_1,1740630568886,200,429,1740630508886,1740630568886
group_3_user_1,1740630569385,200,429,1740630509385,1740630569385
group_3_user_1,1740630569885,200,429,1740630509885,1740630569885
group_3_user_1,1740630570645,200,429,1740630510645,1740630570645
group_3_user_1,1740630571145,200,429,1740630511145,1740630571145
group_3_user_1,1740630571646,200,429,1740630511646,1740630571646
group_3_user_1,1740630572147,200,429,1740630512147,1740630572147
group_3_user_1,1740630573146,200,429,1740630513146,1740630573146
group_3_user_1,1740630573646,200,429,1740630513646,1740630573646
group_3_user_1,1740630574146,200,429,1740630514146,1740630574146
group_3_user_1,1740630574647,200,429,1740630514647,1740630574647
group_3_user_1,1740630575147,200,429,1740630515147,1740630575147
group_3_user_1,1740630575906,200,429,1740630515906,1740630575906
group_3_user_1,1740630576403,200,429,1740630516403,1740630576403
group_3_user_1,1740630576903,200,429,1740630516903,1740630576903
group_3_user_1,1740630577905,200,429,1740630517905,1740630577905
group_3_user_1,1740630578405,200,429,1740630518405,1740630578405
group_3_user_1,1740630578930,200,429,1740630518930,1740630578930
group_3_user_1,1740630579431,200,429,1740630519431,1740630579431
group_3_user_1,1740630579931,200,429,1740630519931,1740630579931
group_3_user_1,1740630580681,200,429,1740630520681,1740630580681
group_3_user_1,1740630581181,200,429,1740630521181,1740630581181
group_3_user_1,1740630581681,200,429,1740630521681,1740630581681
group_3_user_1,1740630583681,200,429,1740630523681,1740630583681
group_3_user_1,1740630584182,200,429,1740630524182,1740630584182
group_3_user_1,1740630584682,200,429,1740630524682,1740630584682
group_3_user_1,1740630590699,200,429,1740630530699,1740630590699
group_3_user_1,1740630594959,200,429,1740630534959,1740630594959
group_3_user_1,1740630597958,200,429,1740630537958,1740630597958
group_3_user_1,1740630598458,200,429,1740630538458,1740630598458
group_3_user_1,1740630599219,200,429,1740630539219,1740630599219
group_3_user_1,1740630599719,200,429,1740630539719,1740630599719
group_3_user_1,1740630601717,200,429,1740630541717,1740630601717
group_3_user_1,1740630602223,200,429,1740630542223,1740630602223
group_3_user_1,1740630602724,200,429,1740630542724,1740630602724
group_3_user_1,1740630606976,200,429,1740630546976,1740630606976
group_3_user_1,1740630607476,200,429,1740630547476,1740630607476
group_3_user_1,1740630608977,200,429,1740630548977,1740630608977
group_3_user_1,1740630611989,200,429,1740630551989,1740630611989
group_3_user_1,1740630612489,200,429,1740630552489,1740630612489
group_3_user_1,1740630612989,200,429,1740630552989,1740630612989
group_3_user_1,1740630613490,200,429,1740630553490,1740630613490
group_3_user_1,1740630616489,200,429,1740630556489,1740630616489
group_3_user_1,1740630617299,200,429,1740630557299,1740630617299
group_3_user_1,1740630617798,200,429,1740630557798,1740630617798
group_3_user_1,1740630618299,200,429,1740630558299,1740630618299
group_3_user_1,1740630620799,200,429,1740630560799,1740630620799
group_3_user_1,1740630621299,200,429,1740630561299,1740630621299
group_3_user_1,1740630625120,200,429,1740630565120,1740630625120
group_3_user_1,1740630628677,200,429,1740630568677,1740630628677
group_3_user_1,1740630629176,200,429,1740630569176,1740630629176
group_3_user_1,1740630629677,200,429,1740630569677,1740630629677
group_3_user_1,1740630632928,200,429,1740630572928,1740630632928
group_3_user_1,1740630633428,200,429,1740630573428,1740630633428
group_3_user_1,1740630633928,200,429,1740630573928,1740630633928
group_3_user_1,1740630637688,200,429,1740630577688,1740630637688
group_3_user_1,1740630638188,200,429,1740630578188,1740630638188
group_3_user_1,1740630638688,200,429,1740630578688,1740630638688
