client_id,timestamp,actual_response,expected_response,window_start,window_end
group_3_user_1,1740843311344,429,200,1740843251344,1740843311344
group_3_user_1,1740843316771,429,200,1740843256771,1740843316771
group_3_user_1,1740843322732,429,200,1740843262732,1740843322732
group_3_user_1,1740843328732,429,200,1740843268732,1740843328732
group_3_user_1,1740843331728,429,200,1740843271728,1740843331728
group_3_user_1,1740843337135,429,200,1740843277135,1740843337135
group_3_user_1,1740843344941,429,200,1740843284941,1740843344941
group_3_user_1,1740843346444,200,429,1740843286444,1740843346444
group_3_user_1,1740843346944,200,429,1740843286944,1740843346944
group_3_user_1,1740843347443,200,429,1740843287443,1740843347443
group_3_user_1,1740843348344,200,429,1740843288344,1740843348344
group_3_user_1,1740843348865,200,429,1740843288865,1740843348865
group_3_user_1,1740843349566,200,429,1740843289566,1740843349566
group_3_user_1,1740843350067,200,429,1740843290067,1740843350067
group_3_user_1,1740843350972,200,429,1740843290972,1740843350972
group_3_user_1,1740843351471,200,429,1740843291471,1740843351471
group_3_user_1,1740843351972,200,429,1740843291972,1740843351972
group_3_user_1,1740843352473,200,429,1740843292473,1740843352473
group_3_user_1,1740843352972,200,429,1740843292972,1740843352972
group_3_user_1,1740843353474,200,429,1740843293474,1740843353474
group_3_user_1,1740843353980,200,429,1740843293980,1740843353980
group_3_user_1,1740843354980,200,429,1740843294980,1740843354980
group_3_user_1,1740843355481,200,429,1740843295481,1740843355481
group_3_user_1,1740843356390,200,429,1740843296390,1740843356390
group_3_user_1,1740843356890,200,429,1740843296890,1740843356890
group_3_user_1,1740843357390,200,429,1740843297390,1740843357390
group_3_user_1,1740843357891,200,429,1740843297891,1740843357891
group_3_user_1,1740843358390,200,429,1740843298390,1740843358390
group_3_user_1,1740843358890,200,429,1740843298890,1740843358890
group_3_user_1,1740843359393,200,429,1740843299393,1740843359393
group_3_user_1,1740843360390,200,429,1740843300390,1740843360390
group_3_user_1,1740843360891,200,429,1740843300891,1740843360891
group_3_user_1,1740843361797,200,429,1740843301797,1740843361797
group_3_user_1,1740843362298,200,429,1740843302298,1740843362298
group_3_user_1,1740843362797,200,429,1740843302797,1740843362797
group_3_user_1,1740843363300,200,429,1740843303300,1740843363300
group_3_user_1,1740843363800,200,429,1740843303800,1740843363800
group_3_user_1,1740843364317,200,429,1740843304317,1740843364317
group_3_user_1,1740843364819,200,429,1740843304819,1740843364819
group_3_user_1,1740843365818,200,429,1740843305818,1740843365818
group_3_user_1,1740843369125,200,429,1740843309125,1740843369125
group_3_user_1,1740843369625,200,429,1740843309625,1740843369625
group_3_user_1,1740843374697,200,429,1740843314697,1740843374697
group_3_user_1,1740843375197,200,429,1740843315197,1740843375197
group_3_user_1,1740843375698,200,429,1740843315698,1740843375698
group_3_user_1,1740843376200,200,429,1740843316200,1740843376200
group_3_user_1,1740843377199,200,429,1740843317199,1740843377199
group_3_user_1,1740843377700,200,429,1740843317700,1740843377700
group_3_user_1,1740843378198,200,429,1740843318198,1740843378198
group_3_user_1,1740843378700,200,429,1740843318700,1740843378700
group_3_user_1,1740843379481,200,429,1740843319481,1740843379481
group_3_user_1,1740843379981,200,429,1740843319981,1740843379981
group_3_user_1,1740843380481,200,429,1740843320481,1740843380481
group_3_user_1,1740843381102,200,429,1740843321102,1740843381102
group_3_user_1,1740843381603,200,429,1740843321603,1740843381603
group_3_user_1,1740843383107,200,429,1740843323107,1740843383107
group_3_user_1,1740843383608,200,429,1740843323608,1740843383608
group_3_user_1,1740843384106,200,429,1740843324106,1740843384106
group_3_user_1,1740843384901,200,429,1740843324901,1740843384901
group_3_user_1,1740843385402,200,429,1740843325402,1740843385402
group_3_user_1,1740843385901,200,429,1740843325901,1740843385901
group_3_user_1,1740843386402,200,429,1740843326402,1740843386402
group_3_user_1,1740843388931,200,429,1740843328931,1740843388931
group_3_user_1,1740843391874,200,429,1740843331874,1740843391874
group_3_user_1,1740843392377,200,429,1740843332377,1740843392377
group_3_user_1,1740843393374,200,429,1740843333374,1740843393374
group_3_user_1,1740843393875,200,429,1740843333875,1740843393875
group_3_user_1,1740843394375,200,429,1740843334375,1740843394375
group_3_user_1,1740843398216,200,429,1740843338216,1740843398216
group_3_user_1,1740843398716,200,429,1740843338716,1740843398716
group_3_user_1,1740843399216,200,429,1740843339216,1740843399216
group_3_user_1,1740843399717,200,429,1740843339717,1740843399717
