timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1740561572223,469,1.1 - Get Categories,404,,Thread-Gruppe 1-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_1_user_1,469,0,232
1740561572221,491,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,491,0,244
1740561572223,497,1.1 - Get Categories,404,,Thread-Gruppe 2-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,497,0,247
1740561577223,505,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,3,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,505,0,263
1740561578894,503,1.1 - Get Categories,404,,Thread-Gruppe 2-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,3,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,503,0,254
1740561582223,254,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,254,0,0
1740561585559,260,1.1 - Get Categories,404,,Thread-Gruppe 2-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,260,0,0
1740561587222,249,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,3,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,249,0,0
1740561592225,260,1.1 - Get Categories,404,,Thread-Gruppe 2-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,3,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,260,0,0
1740561592222,263,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,3,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,263,0,0
1740561592225,485,1.1 - Get Categories,404,,Thread-Gruppe 1-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,3,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_1_user_1,485,0,242
1740561597222,246,1.1 - Get Categories,404,,Thread-Gruppe 3-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,304,1,2,http://35.232.210.73:8091/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_3_user_1,246,0,0
1740561598894,262,1.1 - Get Categories,404,,Thread-Gruppe 2-1,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /429/	,1070,301,1,1,http://34.72.14.4:8090/sliding_window_logs/mysql_script_rate_limit_100_window_size_60/tools.descartes.teastore.persistence/rest/categories?start=-1&max=-1&token=group_2_user_1,262,0,0
