client_id,timestamp,actual_response,expected_response,window_start,window_end
group_3_user_1,1740841980624,429,200,1740841920624,1740841980624
group_3_user_1,1740841985958,429,200,1740841925958,1740841985958
group_3_user_1,1740841991326,429,200,1740841931326,1740841991326
group_3_user_1,1740841995566,429,200,1740841935566,1740841995566
group_3_user_1,1740842000404,429,200,1740841940404,1740842000404
group_3_user_1,1740842005251,429,200,1740841945251,1740842005251
group_3_user_1,1740842010585,429,200,1740841950585,1740842010585
group_3_user_1,1740842014831,429,200,1740841954831,1740842014831
group_3_user_1,1740842015831,200,429,1740841955831,1740842015831
group_3_user_1,1740842016331,200,429,1740841956331,1740842016331
group_3_user_1,1740842016833,200,429,1740841956833,1740842016833
group_3_user_1,1740842017580,200,429,1740841957580,1740842017580
group_3_user_1,1740842018080,200,429,1740841958080,1740842018080
group_3_user_1,1740842018594,200,429,1740841958594,1740842018594
group_3_user_1,1740842019186,200,429,1740841959186,1740842019186
group_3_user_1,1740842019947,200,429,1740841959947,1740842019947
group_3_user_1,1740842020449,200,429,1740841960449,1740842020449
group_3_user_1,1740842020947,200,429,1740841960947,1740842020947
group_3_user_1,1740842021946,200,429,1740841961946,1740842021946
group_3_user_1,1740842022447,200,429,1740841962447,1740842022447
group_3_user_1,1740842022947,200,429,1740841962947,1740842022947
group_3_user_1,1740842023448,200,429,1740841963448,1740842023448
group_3_user_1,1740842023947,200,429,1740841963947,1740842023947
group_3_user_1,1740842024947,200,429,1740841964947,1740842024947
group_3_user_1,1740842025750,200,429,1740841965750,1740842025750
group_3_user_1,1740842026252,200,429,1740841966252,1740842026252
group_3_user_1,1740842026751,200,429,1740841966751,1740842026751
group_3_user_1,1740842027251,200,429,1740841967251,1740842027251
group_3_user_1,1740842027751,200,429,1740841967751,1740842027751
group_3_user_1,1740842028252,200,429,1740841968252,1740842028252
group_3_user_1,1740842028751,200,429,1740841968751,1740842028751
group_3_user_1,1740842029250,200,429,1740841969250,1740842029250
group_3_user_1,1740842030252,200,429,1740841970252,1740842030252
group_3_user_1,1740842031056,200,429,1740841971056,1740842031056
group_3_user_1,1740842031557,200,429,1740841971557,1740842031557
group_3_user_1,1740842032056,200,429,1740841972056,1740842032056
group_3_user_1,1740842032557,200,429,1740841972557,1740842032557
group_3_user_1,1740842033059,200,429,1740841973059,1740842033059
group_3_user_1,1740842033568,200,429,1740841973568,1740842033568
group_3_user_1,1740842034069,200,429,1740841974069,1740842034069
group_3_user_1,1740842035068,200,429,1740841975068,1740842035068
